REF_AREA,TIME_PERIOD,OBS_VALUE,DATABASE_ID,TIME_FORMAT,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL
AUT,1980,1.731485496,WB_WDI,P1Y,PU,Annual,Austria,GDP growth (annual %)
BHS,1980,6.495281921,WB_WDI,P1Y,PU,Annual,"Bahamas, The",GDP growth (annual %)
BHR,1980,2.580279266,WB_WDI,P1Y,PU,Annual,Bahrain,GDP growth (annual %)
BGD,1980,0.819141869,WB_WDI,P1Y,PU,Annual,Bangladesh,GDP growth (annual %)
BRB,1980,4.373064812,WB_WDI,P1Y,PU,Annual,Barbados,GDP growth (annual %)
BEL,1980,4.444053892,WB_WDI,P1Y,PU,Annual,Belgium,GDP growth (annual %)
BLZ,1980,12.10874992,WB_WDI,P1Y,PU,Annual,Belize,GDP growth (annual %)
BEN,1980,6.781763868,WB_WDI,P1Y,PU,Annual,Benin,GDP growth (annual %)
BMU,1980,7.943925246,WB_WDI,P1Y,PU,Annual,Bermuda,GDP growth (annual %)
BTN,1980,5.008736163,WB_WDI,P1Y,PU,Annual,Bhutan,GDP growth (annual %)
BOL,1980,-1.371772911,WB_WDI,P1Y,PU,Annual,Bolivia,GDP growth (annual %)
BWA,1980,11.98690138,WB_WDI,P1Y,PU,Annual,Botswana,GDP growth (annual %)
BRA,1980,9.2,WB_WDI,P1Y,PU,Annual,Brazil,GDP growth (annual %)
BRN,1980,-9.707960159,WB_WDI,P1Y,PU,Annual,Brunei Darussalam,GDP growth (annual %)
BFA,1980,0.796878879,WB_WDI,P1Y,PU,Annual,Burkina Faso,GDP growth (annual %)
BDI,1980,0.991055725,WB_WDI,P1Y,PU,Annual,Burundi,GDP growth (annual %)
SST,1998,3.787000978,WB_WDI,P1Y,PU,Annual,Small states,GDP growth (annual %)
SAS,1998,5.985544534,WB_WDI,P1Y,PU,Annual,South Asia,GDP growth (annual %)
TSA,1998,5.985544534,WB_WDI,P1Y,PU,Annual,South Asia (IDA & IBRD),GDP growth (annual %)
SSF,1998,2.518250095,WB_WDI,P1Y,PU,Annual,Sub-Saharan Africa,GDP growth (annual %)
SSA,1998,2.646101148,WB_WDI,P1Y,PU,Annual,Sub-Saharan Africa (excluding high income),GDP growth (annual %)
TSS,1998,2.518250095,WB_WDI,P1Y,PU,Annual,Sub-Saharan Africa (IDA & IBRD),GDP growth (annual %)
UMC,1998,2.969840087,WB_WDI,P1Y,PU,Annual,Upper middle income,GDP growth (annual %)
WLD,1998,2.832111058,WB_WDI,P1Y,PU,Annual,World,GDP growth (annual %)
ALB,1998,8.310025204,WB_WDI,P1Y,PU,Annual,Albania,GDP growth (annual %)
DZA,1998,5.100003611,WB_WDI,P1Y,PU,Annual,Algeria,GDP growth (annual %)
AND,1998,3.194793393,WB_WDI,P1Y,PU,Annual,Andorra,GDP growth (annual %)
AGO,1998,4.691146451,WB_WDI,P1Y,PU,Annual,Angola,GDP growth (annual %)
ATG,1998,4.731279149,WB_WDI,P1Y,PU,Annual,Antigua and Barbuda,GDP growth (annual %)
ARG,1998,3.850178852,WB_WDI,P1Y,PU,Annual,Argentina,GDP growth (annual %)
ARM,1998,7.299999988,WB_WDI,P1Y,PU,Annual,Armenia,GDP growth (annual %)
ABW,1998,1.991984449,WB_WDI,P1Y,PU,Annual,Aruba,GDP growth (annual %)
DNK,1982,3.892112456,WB_WDI,P1Y,PU,Annual,Denmark,GDP growth (annual %)
DMA,1982,4.127683528,WB_WDI,P1Y,PU,Annual,Dominica,GDP growth (annual %)
DOM,1982,1.698708631,WB_WDI,P1Y,PU,Annual,Dominican Republic,GDP growth (annual %)
ECU,1982,0.614845352,WB_WDI,P1Y,PU,Annual,Ecuador,GDP growth (annual %)
EGY,1982,9.907171134,WB_WDI,P1Y,PU,Annual,"Egypt, Arab Rep.",GDP growth (annual %)
SLV,1982,-6.308471376,WB_WDI,P1Y,PU,Annual,El Salvador,GDP growth (annual %)
GNQ,1982,2.201675946,WB_WDI,P1Y,PU,Annual,Equatorial Guinea,GDP growth (annual %)
SWZ,1982,1.17256788,WB_WDI,P1Y,PU,Annual,Eswatini,GDP growth (annual %)
ETH,1982,0.916013857,WB_WDI,P1Y,PU,Annual,Ethiopia,GDP growth (annual %)
FJI,1982,-5.978486199,WB_WDI,P1Y,PU,Annual,Fiji,GDP growth (annual %)
FIN,1982,3.086715417,WB_WDI,P1Y,PU,Annual,Finland,GDP growth (annual %)
FRA,1982,2.442512687,WB_WDI,P1Y,PU,Annual,France,GDP growth (annual %)
PYF,1982,1.698589557,WB_WDI,P1Y,PU,Annual,French Polynesia,GDP growth (annual %)
GAB,1982,-3.097520398,WB_WDI,P1Y,PU,Annual,Gabon,GDP growth (annual %)
GMB,1982,-0.764582637,WB_WDI,P1Y,PU,Annual,"Gambia, The",GDP growth (annual %)
GEO,1982,2.002445429,WB_WDI,P1Y,PU,Annual,Georgia,GDP growth (annual %)
DEU,1982,-0.394840736,WB_WDI,P1Y,PU,Annual,Germany,GDP growth (annual %)
GHA,1982,-6.923650411,WB_WDI,P1Y,PU,Annual,Ghana,GDP growth (annual %)
GRC,1982,-1.132647391,WB_WDI,P1Y,PU,Annual,Greece,GDP growth (annual %)
GRL,1982,-4.419660842,WB_WDI,P1Y,PU,Annual,Greenland,GDP growth (annual %)
GRD,1982,4.124261572,WB_WDI,P1Y,PU,Annual,Grenada,GDP growth (annual %)
NAC,2001,1.030558809,WB_WDI,P1Y,PU,Annual,North America,GDP growth (annual %)
OED,2001,1.406290698,WB_WDI,P1Y,PU,Annual,OECD members,GDP growth (annual %)
OSS,2001,3.189288515,WB_WDI,P1Y,PU,Annual,Other small states,GDP growth (annual %)
PSS,2001,0.896760054,WB_WDI,P1Y,PU,Annual,Pacific island small states,GDP growth (annual %)
PST,2001,1.519555903,WB_WDI,P1Y,PU,Annual,Post-demographic dividend,GDP growth (annual %)
PRE,2001,4.354606426,WB_WDI,P1Y,PU,Annual,Pre-demographic dividend,GDP growth (annual %)
SST,2001,2.721307997,WB_WDI,P1Y,PU,Annual,Small states,GDP growth (annual %)
SAS,2001,4.573241989,WB_WDI,P1Y,PU,Annual,South Asia,GDP growth (annual %)
TSA,2001,4.573241989,WB_WDI,P1Y,PU,Annual,South Asia (IDA & IBRD),GDP growth (annual %)
SSF,2001,4.213645988,WB_WDI,P1Y,PU,Annual,Sub-Saharan Africa,GDP growth (annual %)
SSA,2001,4.134627951,WB_WDI,P1Y,PU,Annual,Sub-Saharan Africa (excluding high income),GDP growth (annual %)
TSS,2001,4.213645988,WB_WDI,P1Y,PU,Annual,Sub-Saharan Africa (IDA & IBRD),GDP growth (annual %)
UMC,2001,3.462850304,WB_WDI,P1Y,PU,Annual,Upper middle income,GDP growth (annual %)
WLD,2001,2.038553092,WB_WDI,P1Y,PU,Annual,World,GDP growth (annual %)
AFG,2001,-9.43197407,WB_WDI,P1Y,PU,Annual,Afghanistan,GDP growth (annual %)
SWZ,1977,1.009592908,WB_WDI,P1Y,PU,Annual,Eswatini,GDP growth (annual %)
ETH,1977,2.725681626,WB_WDI,P1Y,PU,Annual,Ethiopia,GDP growth (annual %)
FJI,1977,5.904011824,WB_WDI,P1Y,PU,Annual,Fiji,GDP growth (annual %)
FIN,1977,0.23951063,WB_WDI,P1Y,PU,Annual,Finland,GDP growth (annual %)
FRA,1977,3.55415569,WB_WDI,P1Y,PU,Annual,France,GDP growth (annual %)
PYF,1977,2.078992703,WB_WDI,P1Y,PU,Annual,French Polynesia,GDP growth (annual %)
GAB,1977,-12.58209117,WB_WDI,P1Y,PU,Annual,Gabon,GDP growth (annual %)
GMB,1977,3.43957606,WB_WDI,P1Y,PU,Annual,"Gambia, The",GDP growth (annual %)
GEO,1977,6.894300095,WB_WDI,P1Y,PU,Annual,Georgia,GDP growth (annual %)
DEU,1977,3.34721808,WB_WDI,P1Y,PU,Annual,Germany,GDP growth (annual %)
GHA,1977,2.274107242,WB_WDI,P1Y,PU,Annual,Ghana,GDP growth (annual %)
GRC,1977,2.941000906,WB_WDI,P1Y,PU,Annual,Greece,GDP growth (annual %)
GRL,1977,8.822315297,WB_WDI,P1Y,PU,Annual,Greenland,GDP growth (annual %)
GTM,1977,7.809220684,WB_WDI,P1Y,PU,Annual,Guatemala,GDP growth (annual %)
GIN,1977,-3.353069844,WB_WDI,P1Y,PU,Annual,Guinea,GDP growth (annual %)
GNB,1977,-7.170069971,WB_WDI,P1Y,PU,Annual,Guinea-Bissau,GDP growth (annual %)
GUY,1977,-2.638679661,WB_WDI,P1Y,PU,Annual,Guyana,GDP growth (annual %)
HTI,1977,3.708146437,WB_WDI,P1Y,PU,Annual,Haiti,GDP growth (annual %)
HND,1977,8.678249084,WB_WDI,P1Y,PU,Annual,Honduras,GDP growth (annual %)
HKG,1977,11.72560284,WB_WDI,P1Y,PU,Annual,"Hong Kong SAR, China",GDP growth (annual %)
HUN,1977,7.6,WB_WDI,P1Y,PU,Annual,Hungary,GDP growth (annual %)
ISL,1977,8.822277264,WB_WDI,P1Y,PU,Annual,Iceland,GDP growth (annual %)
IND,1977,7.254764588,WB_WDI,P1Y,PU,Annual,India,GDP growth (annual %)
SOM,1967,5.940943617,WB_WDI,P1Y,PU,Annual,"Somalia, Federal Republic of",GDP growth (annual %)
ZAF,1967,7.196523065,WB_WDI,P1Y,PU,Annual,South Africa,GDP growth (annual %)
ESP,1967,4.340338417,WB_WDI,P1Y,PU,Annual,Spain,GDP growth (annual %)
LKA,1967,6.43902442,WB_WDI,P1Y,PU,Annual,Sri Lanka,GDP growth (annual %)
VCT,1967,-9.523813487,WB_WDI,P1Y,PU,Annual,St. Vincent and the Grenadines,GDP growth (annual %)
SDN,1967,1.424081303,WB_WDI,P1Y,PU,Annual,Sudan,GDP growth (annual %)
SUR,1967,12.10000001,WB_WDI,P1Y,PU,Annual,Suriname,GDP growth (annual %)
SWE,1967,3.365388645,WB_WDI,P1Y,PU,Annual,Sweden,GDP growth (annual %)
CHE,1967,3.055922167,WB_WDI,P1Y,PU,Annual,Switzerland,GDP growth (annual %)
SYR,1967,8.257682647,WB_WDI,P1Y,PU,Annual,Syrian Arab Republic,GDP growth (annual %)
TZA,1967,5.523258579,WB_WDI,P1Y,PU,Annual,Tanzania,GDP growth (annual %)
THA,1967,8.615982333,WB_WDI,P1Y,PU,Annual,Thailand,GDP growth (annual %)
TGO,1967,5.500371558,WB_WDI,P1Y,PU,Annual,Togo,GDP growth (annual %)
TTO,1967,2.042517715,WB_WDI,P1Y,PU,Annual,Trinidad and Tobago,GDP growth (annual %)
TUN,1967,0.16195247,WB_WDI,P1Y,PU,Annual,Tunisia,GDP growth (annual %)
TUR,1967,4.732510244,WB_WDI,P1Y,PU,Annual,Türkiye,GDP growth (annual %)
GBR,1967,2.775737717,WB_WDI,P1Y,PU,Annual,United Kingdom,GDP growth (annual %)
USA,1967,2.5,WB_WDI,P1Y,PU,Annual,United States,GDP growth (annual %)
URY,1967,-3.656834113,WB_WDI,P1Y,PU,Annual,Uruguay,GDP growth (annual %)
VEN,1967,2.833869031,WB_WDI,P1Y,PU,Annual,"Venezuela, RB",GDP growth (annual %)
ZMB,1967,7.919696512,WB_WDI,P1Y,PU,Annual,Zambia,GDP growth (annual %)
ZWE,1967,8.367008929,WB_WDI,P1Y,PU,Annual,Zimbabwe,GDP growth (annual %)
AFE,1968,4.156334288,WB_WDI,P1Y,PU,Annual,Eastern & Southern Africa,GDP growth (annual %)
AFW,1968,1.574303323,WB_WDI,P1Y,PU,Annual,Western & Central Africa,GDP growth (annual %)
ARB,1968,10.78065352,WB_WDI,P1Y,PU,Annual,Arab World,GDP growth (annual %)
CSS,1968,6.16246848,WB_WDI,P1Y,PU,Annual,Caribbean small states,GDP growth (annual %)
EAR,1968,7.230831966,WB_WDI,P1Y,PU,Annual,Early-demographic dividend,GDP growth (annual %)
EAS,1968,9.310880873,WB_WDI,P1Y,PU,Annual,East Asia & Pacific,GDP growth (annual %)
EAP,1968,1.732766303,WB_WDI,P1Y,PU,Annual,East Asia & Pacific (excluding high income),GDP growth (annual %)
TEA,1968,1.732766303,WB_WDI,P1Y,PU,Annual,East Asia & Pacific (IDA & IBRD),GDP growth (annual %)
EMU,1968,5.678717273,WB_WDI,P1Y,PU,Annual,Euro area,GDP growth (annual %)
ECS,1968,5.419038175,WB_WDI,P1Y,PU,Annual,Europe & Central Asia,GDP growth (annual %)
EUU,1968,5.588780058,WB_WDI,P1Y,PU,Annual,European Union,GDP growth (annual %)
FCS,1968,6.412191583,WB_WDI,P1Y,PU,Annual,Fragile and conflict affected situations,GDP growth (annual %)
OED,2024,1.806768687,WB_WDI,P1Y,PU,Annual,OECD members,GDP growth (annual %)
OSS,2024,2.883257974,WB_WDI,P1Y,PU,Annual,Other small states,GDP growth (annual %)
PSS,2024,3.392719839,WB_WDI,P1Y,PU,Annual,Pacific island small states,GDP growth (annual %)
PST,2024,1.79546896,WB_WDI,P1Y,PU,Annual,Post-demographic dividend,GDP growth (annual %)
PRE,2024,3.31272809,WB_WDI,P1Y,PU,Annual,Pre-demographic dividend,GDP growth (annual %)
SST,2024,6.121509354,WB_WDI,P1Y,PU,Annual,Small states,GDP growth (annual %)
SAS,2024,6.232599676,WB_WDI,P1Y,PU,Annual,South Asia,GDP growth (annual %)
TSA,2024,6.232599676,WB_WDI,P1Y,PU,Annual,South Asia (IDA & IBRD),GDP growth (annual %)
SSF,2024,3.597333247,WB_WDI,P1Y,PU,Annual,Sub-Saharan Africa,GDP growth (annual %)
SSA,2024,3.364704756,WB_WDI,P1Y,PU,Annual,Sub-Saharan Africa (excluding high income),GDP growth (annual %)
TSS,2024,3.597333247,WB_WDI,P1Y,PU,Annual,Sub-Saharan Africa (IDA & IBRD),GDP growth (annual %)
UMC,2024,4.179521275,WB_WDI,P1Y,PU,Annual,Upper middle income,GDP growth (annual %)
WLD,2024,2.871949642,WB_WDI,P1Y,PU,Annual,World,GDP growth (annual %)
ALB,2024,4.045928451,WB_WDI,P1Y,PU,Annual,Albania,GDP growth (annual %)
DZA,2024,3.699999999,WB_WDI,P1Y,PU,Annual,Algeria,GDP growth (annual %)
AND,2024,3.371820326,WB_WDI,P1Y,PU,Annual,Andorra,GDP growth (annual %)
AGO,2024,4.423906644,WB_WDI,P1Y,PU,Annual,Angola,GDP growth (annual %)
ATG,2024,3.65638766,WB_WDI,P1Y,PU,Annual,Antigua and Barbuda,GDP growth (annual %)
ARG,2024,-1.342930722,WB_WDI,P1Y,PU,Annual,Argentina,GDP growth (annual %)
ARM,2024,5.9,WB_WDI,P1Y,PU,Annual,Armenia,GDP growth (annual %)
LBR,1976,5.310734077,WB_WDI,P1Y,PU,Annual,Liberia,GDP growth (annual %)
LBY,1976,22.88095238,WB_WDI,P1Y,PU,Annual,Libya,GDP growth (annual %)
LIE,1976,4.758672107,WB_WDI,P1Y,PU,Annual,Liechtenstein,GDP growth (annual %)
LUX,1976,2.534328757,WB_WDI,P1Y,PU,Annual,Luxembourg,GDP growth (annual %)
MDG,1976,-3.068858391,WB_WDI,P1Y,PU,Annual,Madagascar,GDP growth (annual %)
MWI,1976,4.997731242,WB_WDI,P1Y,PU,Annual,Malawi,GDP growth (annual %)
MYS,1976,11.56348978,WB_WDI,P1Y,PU,Annual,Malaysia,GDP growth (annual %)
MDV,1976,0.598802386,WB_WDI,P1Y,PU,Annual,Maldives,GDP growth (annual %)
MLI,1976,13.62343853,WB_WDI,P1Y,PU,Annual,Mali,GDP growth (annual %)
MLT,1976,17.01708956,WB_WDI,P1Y,PU,Annual,Malta,GDP growth (annual %)
MHL,1976,0.361333948,WB_WDI,P1Y,PU,Annual,Marshall Islands,GDP growth (annual %)
MRT,1976,8.54610493,WB_WDI,P1Y,PU,Annual,Mauritania,GDP growth (annual %)
MUS,1976,23.75244402,WB_WDI,P1Y,PU,Annual,Mauritius,GDP growth (annual %)
MEX,1976,4.417444136,WB_WDI,P1Y,PU,Annual,Mexico,GDP growth (annual %)
FSM,1976,0.356323181,WB_WDI,P1Y,PU,Annual,"Micronesia, Fed. Sts.",GDP growth (annual %)
MCO,1976,4.411628785,WB_WDI,P1Y,PU,Annual,Monaco,GDP growth (annual %)
MAR,1976,10.81278134,WB_WDI,P1Y,PU,Annual,Morocco,GDP growth (annual %)
MMR,1976,6.080396229,WB_WDI,P1Y,PU,Annual,Myanmar,GDP growth (annual %)
NRU,1976,-2.816747319,WB_WDI,P1Y,PU,Annual,Nauru,GDP growth (annual %)
NPL,1976,4.398536179,WB_WDI,P1Y,PU,Annual,Nepal,GDP growth (annual %)
NLD,1976,4.456309703,WB_WDI,P1Y,PU,Annual,Netherlands,GDP growth (annual %)
NCL,1976,2.299998214,WB_WDI,P1Y,PU,Annual,New Caledonia,GDP growth (annual %)
NZL,1976,0.928812369,WB_WDI,P1Y,PU,Annual,New Zealand,GDP growth (annual %)
NIC,1976,5.209454498,WB_WDI,P1Y,PU,Annual,Nicaragua,GDP growth (annual %)
NER,1976,0.678203402,WB_WDI,P1Y,PU,Annual,Niger,GDP growth (annual %)
CAF,1978,1.209235419,WB_WDI,P1Y,PU,Annual,Central African Republic,GDP growth (annual %)
TCD,1978,-0.469634188,WB_WDI,P1Y,PU,Annual,Chad,GDP growth (annual %)
CHL,1978,8.026824914,WB_WDI,P1Y,PU,Annual,Chile,GDP growth (annual %)
CHN,1978,11.32597799,WB_WDI,P1Y,PU,Annual,China,GDP growth (annual %)
COL,1978,8.469900838,WB_WDI,P1Y,PU,Annual,Colombia,GDP growth (annual %)
COD,1978,-5.345291528,WB_WDI,P1Y,PU,Annual,"Congo, Dem. Rep.",GDP growth (annual %)
COG,1978,6.359747011,WB_WDI,P1Y,PU,Annual,"Congo, Rep.",GDP growth (annual %)
CRI,1978,6.267686824,WB_WDI,P1Y,PU,Annual,Costa Rica,GDP growth (annual %)
CIV,1978,10.90945365,WB_WDI,P1Y,PU,Annual,Côte d’Ivoire,GDP growth (annual %)
CUB,1978,6.595998563,WB_WDI,P1Y,PU,Annual,Cuba,GDP growth (annual %)
CYP,1978,7.777403353,WB_WDI,P1Y,PU,Annual,Cyprus,GDP growth (annual %)
DNK,1978,2.416993543,WB_WDI,P1Y,PU,Annual,Denmark,GDP growth (annual %)
DMA,1978,10.53574573,WB_WDI,P1Y,PU,Annual,Dominica,GDP growth (annual %)
DOM,1978,2.140684677,WB_WDI,P1Y,PU,Annual,Dominican Republic,GDP growth (annual %)
ECU,1978,5.706824945,WB_WDI,P1Y,PU,Annual,Ecuador,GDP growth (annual %)
EGY,1978,8.628767645,WB_WDI,P1Y,PU,Annual,"Egypt, Arab Rep.",GDP growth (annual %)
SLV,1978,5.322765835,WB_WDI,P1Y,PU,Annual,El Salvador,GDP growth (annual %)
SWZ,1978,1.327128728,WB_WDI,P1Y,PU,Annual,Eswatini,GDP growth (annual %)
ETH,1978,2.740006332,WB_WDI,P1Y,PU,Annual,Ethiopia,GDP growth (annual %)
CAF,1979,-2.465137785,WB_WDI,P1Y,PU,Annual,Central African Republic,GDP growth (annual %)
TCD,1979,-21.44108769,WB_WDI,P1Y,PU,Annual,Chad,GDP growth (annual %)
CHL,1979,8.435821757,WB_WDI,P1Y,PU,Annual,Chile,GDP growth (annual %)
CHN,1979,7.59132468,WB_WDI,P1Y,PU,Annual,China,GDP growth (annual %)
COL,1979,5.379118988,WB_WDI,P1Y,PU,Annual,Colombia,GDP growth (annual %)
COD,1979,0.430088262,WB_WDI,P1Y,PU,Annual,"Congo, Dem. Rep.",GDP growth (annual %)
COG,1979,9.813224738,WB_WDI,P1Y,PU,Annual,"Congo, Rep.",GDP growth (annual %)
CRI,1979,4.939123955,WB_WDI,P1Y,PU,Annual,Costa Rica,GDP growth (annual %)
CIV,1979,2.394407462,WB_WDI,P1Y,PU,Annual,Côte d’Ivoire,GDP growth (annual %)
CUB,1979,1.088183302,WB_WDI,P1Y,PU,Annual,Cuba,GDP growth (annual %)
CYP,1979,9.905569375,WB_WDI,P1Y,PU,Annual,Cyprus,GDP growth (annual %)
DNK,1979,4.053299791,WB_WDI,P1Y,PU,Annual,Denmark,GDP growth (annual %)
DMA,1979,-18.35928541,WB_WDI,P1Y,PU,Annual,Dominica,GDP growth (annual %)
DOM,1979,4.531399217,WB_WDI,P1Y,PU,Annual,Dominican Republic,GDP growth (annual %)
ECU,1979,3.734048403,WB_WDI,P1Y,PU,Annual,Ecuador,GDP growth (annual %)
EGY,1979,4.547689628,WB_WDI,P1Y,PU,Annual,"Egypt, Arab Rep.",GDP growth (annual %)
SLV,1979,-4.180265433,WB_WDI,P1Y,PU,Annual,El Salvador,GDP growth (annual %)
SWZ,1979,3.106945051,WB_WDI,P1Y,PU,Annual,Eswatini,GDP growth (annual %)
ETH,1979,-1.100763694,WB_WDI,P1Y,PU,Annual,Ethiopia,GDP growth (annual %)
BLZ,1981,1.133297356,WB_WDI,P1Y,PU,Annual,Belize,GDP growth (annual %)
BEN,1981,9.954231167,WB_WDI,P1Y,PU,Annual,Benin,GDP growth (annual %)
BMU,1981,2.380952372,WB_WDI,P1Y,PU,Annual,Bermuda,GDP growth (annual %)
BTN,1981,15.12229484,WB_WDI,P1Y,PU,Annual,Bhutan,GDP growth (annual %)
BOL,1981,0.275616373,WB_WDI,P1Y,PU,Annual,Bolivia,GDP growth (annual %)
BWA,1981,9.064857465,WB_WDI,P1Y,PU,Annual,Botswana,GDP growth (annual %)
BRA,1981,-4.25,WB_WDI,P1Y,PU,Annual,Brazil,GDP growth (annual %)
BRN,1981,-22.384824,WB_WDI,P1Y,PU,Annual,Brunei Darussalam,GDP growth (annual %)
BGR,1981,4.90016186,WB_WDI,P1Y,PU,Annual,Bulgaria,GDP growth (annual %)
BFA,1981,4.255303395,WB_WDI,P1Y,PU,Annual,Burkina Faso,GDP growth (annual %)
BDI,1981,12.16327557,WB_WDI,P1Y,PU,Annual,Burundi,GDP growth (annual %)
CPV,1981,8.451562408,WB_WDI,P1Y,PU,Annual,Cabo Verde,GDP growth (annual %)
KHM,1981,0.041092117,WB_WDI,P1Y,PU,Annual,Cambodia,GDP growth (annual %)
CMR,1981,17.08268225,WB_WDI,P1Y,PU,Annual,Cameroon,GDP growth (annual %)
CAN,1981,3.415065182,WB_WDI,P1Y,PU,Annual,Canada,GDP growth (annual %)
CAF,1981,-1.544465665,WB_WDI,P1Y,PU,Annual,Central African Republic,GDP growth (annual %)
TCD,1981,1.042918103,WB_WDI,P1Y,PU,Annual,Chad,GDP growth (annual %)
CHL,1981,6.718638956,WB_WDI,P1Y,PU,Annual,Chile,GDP growth (annual %)
CHN,1981,5.112761091,WB_WDI,P1Y,PU,Annual,China,GDP growth (annual %)
COL,1981,2.276872745,WB_WDI,P1Y,PU,Annual,Colombia,GDP growth (annual %)
COM,1981,5.461984587,WB_WDI,P1Y,PU,Annual,Comoros,GDP growth (annual %)
COD,1981,2.350524075,WB_WDI,P1Y,PU,Annual,"Congo, Dem. Rep.",GDP growth (annual %)
SUR,1969,4.499999995,WB_WDI,P1Y,PU,Annual,Suriname,GDP growth (annual %)
SWE,1969,5.009075182,WB_WDI,P1Y,PU,Annual,Sweden,GDP growth (annual %)
CHE,1969,5.632912123,WB_WDI,P1Y,PU,Annual,Switzerland,GDP growth (annual %)
SYR,1969,18.76791521,WB_WDI,P1Y,PU,Annual,Syrian Arab Republic,GDP growth (annual %)
TZA,1969,3.261639844,WB_WDI,P1Y,PU,Annual,Tanzania,GDP growth (annual %)
THA,1969,6.550659886,WB_WDI,P1Y,PU,Annual,Thailand,GDP growth (annual %)
TGO,1969,10.83086834,WB_WDI,P1Y,PU,Annual,Togo,GDP growth (annual %)
TTO,1969,2.73068461,WB_WDI,P1Y,PU,Annual,Trinidad and Tobago,GDP growth (annual %)
TUN,1969,4.747815404,WB_WDI,P1Y,PU,Annual,Tunisia,GDP growth (annual %)
TUR,1969,4.081145621,WB_WDI,P1Y,PU,Annual,Türkiye,GDP growth (annual %)
GBR,1969,1.939137749,WB_WDI,P1Y,PU,Annual,United Kingdom,GDP growth (annual %)
USA,1969,3.1,WB_WDI,P1Y,PU,Annual,United States,GDP growth (annual %)
URY,1969,5.864740633,WB_WDI,P1Y,PU,Annual,Uruguay,GDP growth (annual %)
VEN,1969,0.706036796,WB_WDI,P1Y,PU,Annual,"Venezuela, RB",GDP growth (annual %)
ZMB,1969,-0.436915823,WB_WDI,P1Y,PU,Annual,Zambia,GDP growth (annual %)
ZWE,1969,12.42823584,WB_WDI,P1Y,PU,Annual,Zimbabwe,GDP growth (annual %)
AFE,1970,1.112512817,WB_WDI,P1Y,PU,Annual,Eastern & Southern Africa,GDP growth (annual %)
AFW,1970,17.30933153,WB_WDI,P1Y,PU,Annual,Western & Central Africa,GDP growth (annual %)
ARB,1970,22.94141124,WB_WDI,P1Y,PU,Annual,Arab World,GDP growth (annual %)
CSS,1970,2.138373824,WB_WDI,P1Y,PU,Annual,Caribbean small states,GDP growth (annual %)
EAR,1970,8.408563614,WB_WDI,P1Y,PU,Annual,Early-demographic dividend,GDP growth (annual %)
EAS,1970,3.91381314,WB_WDI,P1Y,PU,Annual,East Asia & Pacific,GDP growth (annual %)
EAP,1970,13.48199871,WB_WDI,P1Y,PU,Annual,East Asia & Pacific (excluding high income),GDP growth (annual %)
TEA,1970,13.48199871,WB_WDI,P1Y,PU,Annual,East Asia & Pacific (IDA & IBRD),GDP growth (annual %)
EMU,1970,5.609330267,WB_WDI,P1Y,PU,Annual,Euro area,GDP growth (annual %)
ECS,1970,4.996152792,WB_WDI,P1Y,PU,Annual,Europe & Central Asia,GDP growth (annual %)
EUU,1970,5.529963286,WB_WDI,P1Y,PU,Annual,European Union,GDP growth (annual %)
FCS,1970,11.27653476,WB_WDI,P1Y,PU,Annual,Fragile and conflict affected situations,GDP growth (annual %)
VCT,1968,6.50970596,WB_WDI,P1Y,PU,Annual,St. Vincent and the Grenadines,GDP growth (annual %)
SDN,1968,1.963220819,WB_WDI,P1Y,PU,Annual,Sudan,GDP growth (annual %)
SUR,1968,7.600000001,WB_WDI,P1Y,PU,Annual,Suriname,GDP growth (annual %)
SWE,1968,3.638505639,WB_WDI,P1Y,PU,Annual,Sweden,GDP growth (annual %)
CHE,1968,3.588026004,WB_WDI,P1Y,PU,Annual,Switzerland,GDP growth (annual %)
SYR,1968,3.729080221,WB_WDI,P1Y,PU,Annual,Syrian Arab Republic,GDP growth (annual %)
TZA,1968,6.28556213,WB_WDI,P1Y,PU,Annual,Tanzania,GDP growth (annual %)
THA,1968,8.122270256,WB_WDI,P1Y,PU,Annual,Thailand,GDP growth (annual %)
TGO,1968,5.023691852,WB_WDI,P1Y,PU,Annual,Togo,GDP growth (annual %)
TTO,1968,5.215141615,WB_WDI,P1Y,PU,Annual,Trinidad and Tobago,GDP growth (annual %)
TUN,1968,10.40972859,WB_WDI,P1Y,PU,Annual,Tunisia,GDP growth (annual %)
TUR,1968,6.77799601,WB_WDI,P1Y,PU,Annual,Türkiye,GDP growth (annual %)
GBR,1968,5.472693045,WB_WDI,P1Y,PU,Annual,United Kingdom,GDP growth (annual %)
USA,1968,4.8,WB_WDI,P1Y,PU,Annual,United States,GDP growth (annual %)
URY,1968,1.888911745,WB_WDI,P1Y,PU,Annual,Uruguay,GDP growth (annual %)
VEN,1968,7.337232658,WB_WDI,P1Y,PU,Annual,"Venezuela, RB",GDP growth (annual %)
ZMB,1968,1.248329982,WB_WDI,P1Y,PU,Annual,Zambia,GDP growth (annual %)
ZWE,1968,1.970134968,WB_WDI,P1Y,PU,Annual,Zimbabwe,GDP growth (annual %)
AFE,1969,5.121587175,WB_WDI,P1Y,PU,Annual,Eastern & Southern Africa,GDP growth (annual %)
AFW,1969,15.01702412,WB_WDI,P1Y,PU,Annual,Western & Central Africa,GDP growth (annual %)
